Product_name,Price,Ratings,Features,pagenum,Original_Price,Discount,Review
"Haier 2024 Model 1.5 Ton 3 Star Split Dual Inverter 5 in 1 Convertible with Micro Bacterial Filter, 54...","₹31,690",4,Annual Power Usage: 925.24 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 12 Years Warranty on Compressor,21,"₹57,400",44% off,"5,319 Ratings & 534 Reviews"
Blue Star 2023 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,"₹29,999",4.1,Annual Power Usage: 684.94 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,21,"₹50,700",40% off,"4,392 Ratings & 411 Reviews"
"Haier 2025 Model 1.5 Ton 3 Star Split Inverter Intelli-Convertible 7 in1 ConvertibleHD Filter, Frost S...","₹31,790",4,Annual Power Usage: 941.42 UnitsRoom Size: 111 - 150 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation). Installation by Haier/authorized centers & 2 maintenance services (paid) yearly is mandatory. T&C apply; excludes gas/plastic parts,21,"₹57,400",44% off,"5,319 Ratings & 534 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",21,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
"Sharp 2025 Model 1.5 Ton 5 Star Split Inverter 5 in 1 Convertible7 Stage Health Filters, Turbo Cool Te...","₹34,790",3.7,"Annual Power Usage: 782.92 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty, 5 years on PCB, 10 Years on Compressor",21,"₹64,990",46% off,24 Ratings & 3 Reviews
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹32,850",4,Annual Power Usage: 765.86 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,21,"₹60,500",45% off,"10,508 Ratings & 1,070 Reviews"
Voltas 2019 Model 1.5 Ton 3 Star Window AC,"₹30,143",4.2,Annual Power Usage: 0 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 4 Years on Compressor,21,"₹32,990",8% off,"12,182 Ratings & 1,216 Reviews"
Lloyd 2023 Model 1.5 Ton 3 Star Split AC,"₹33,100",4.1,Annual Power Usage: 1012.53 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,21,"₹57,990",42% off,"19,173 Ratings & 2,108 Reviews"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹30,990",4,"Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",21,"₹46,000",32% off,"9,395 Ratings & 703 Reviews"
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 913 kWhRoom Size: 111 - 150 sqft5 years warranty on the product and 12 years warranty on the compressor,21,"₹67,600",46% off,207 Ratings & 15 Reviews
Daikin 2022 Model 1.8 Ton 5 Star Split Inverter AC,"₹65,848",4,"Annual Power Usage: 923.07 UnitsRoom Size: 151 - 200 sqft1 Year on Product, 10 Years on Compressor and 5 Years on PCB",21,"₹83,990",21% off,201 Ratings & 20 Reviews
Daikin 2022 Model 1.5 Ton 3 Star Split AC,"₹37,140",4.2,Annual Power Usage: 989.31 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 5 Years on Compressor,21,"₹55,600",33% off,"20,403 Ratings & 1,536 Reviews"
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",21,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
"Blue Star 2020 Model 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Prote...","₹30,900",3.7,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years Warranty on Compressor From Blue Star,21,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Lloyd 2024 Model 1.5 Ton 3 Star Window AC,"₹26,590",4.1,"Annual Power Usage: 1180.51 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",21,"₹40,900",34% off,"3,115 Ratings & 333 Reviews"
Lloyd 2022 Model 1 Ton 3 Star Window AC,"₹23,450",4.1,Annual Power Usage: 774.11 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,21,"₹43,900",46% off,961 Ratings & 111 Reviews
Godrej 2022 Model 1.5 Ton 3 Star Split Inverter AC,"₹31,990",4,Annual Power Usage: 980.37 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,22,"₹47,899",33% off,"18,268 Ratings & 1,519 Reviews"
Hitachi 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,490",4,Room Size: 111 - 150 sqft,22,"₹62,400",46% off,"10,195 Ratings & 1,239 Reviews"
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22,"₹45,050",33% off,"2,336 Ratings & 235 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,22,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Lloyd 2024 Model 0.8 Tons 3 Star Split Inverter AC,"₹24,900",4.1,"Annual Power Usage: 533.65 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component and 10 Years Warranty on Compressor",22,"₹41,990",40% off,"2,757 Ratings & 390 Reviews"
Lloyd 2022 Model 1 Ton 5 Star Split Inverter AC,"₹31,999",4,Annual Power Usage: 574.71 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years on Compressor,22,"₹58,000",44% off,"1,105 Ratings & 95 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,22,"₹78,200",41% off,178 Ratings & 16 Reviews
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",22,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Hitachi 2023 Model 2 Ton 3 Star Split Inverter AC,"₹48,810",4,Annual Power Usage: 1409.41 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,22,"₹81,100",39% off,507 Ratings & 67 Reviews
Blue Star 2025 Model 2 Ton 3 Star Window Inverter AC,"₹39,590",3.8,Annual Power Usage: 1464.72 kWhRoom Size: 151 - 200 sqftWarranty of the Product is Limited to Manufacturing Defects Only,22,"₹50,700",21% off,147 Ratings & 13 Reviews
Mitsubishi Electric 2024 Model 1.9 Ton 3 Star Split Inverter AC,"₹54,986",3.4,"Annual Power Usage: 1212.1 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor, 5 Years Warranty on PCB",22,"₹72,000",23% off,13 Ratings & 1 Reviews
CARRIER 2022 Model 1 Ton 3 Star Window AC,"₹24,999",4.2,Annual Power Usage: 1120 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years on Compressor,22,"₹37,590",33% off,562 Ratings & 73 Reviews
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",22,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,999",4.2,"Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Compressor Warranty & 5 Year PCB Warranty.",22,"₹55,160",36% off,"20,403 Ratings & 1,536 Reviews"
Haier 2025 Model 1 Ton 3 Star Split Inverter AC,"₹29,399",4.1,"Annual Power Usage: 697.66 WRoom Size: 90 sqft or Below1 Year Product Warrenty, 5 Years comprehensive warranty and 12 Years Warranty on Compressor",22,"₹60,000",51% off,"1,383 Ratings & 128 Reviews"
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",22,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",22,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
O-General 2023 Model 1.5 Ton 3 Star Window AC,"₹40,969",,Annual Power Usage: 1315.98 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,22,"₹50,000",18% off,
Daikin 2022 Model 1.5 Ton Split Inverter AC,"₹35,660",4.8,Room Size: 111 - 150 sqft,22,"₹58,400",38% off,6 Ratings & 0 Reviews
Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹32,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 year PCB, 10 year compressor",22,"₹54,900",39% off,"10,508 Ratings & 1,070 Reviews"
Godrej 2023 Model 1 Ton 3 Star Split Inverter AC,"₹28,107",4,Room Size: 90 sqft or Below,22,"₹41,990",33% off,"7,273 Ratings & 668 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",22,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹30,990",4,"Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22,"₹46,000",32% off,"9,395 Ratings & 703 Reviews"
Voltas 2024 Model 1 Ton 3 Star Window with Wi-fi AC,"₹25,799",4.2,"Annual Power Usage: 3100 WRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",23,"₹35,990",28% off,"3,601 Ratings & 304 Reviews"
Voltas 2022 Model 1 Ton 3 Star Split Inverter AC,"₹26,899",4.1,Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,23,"₹56,990",52% off,"7,817 Ratings & 861 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,23,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",23,"₹45,050",33% off,"2,336 Ratings & 235 Reviews"
"IFB 2023 Model 1.5 Ton 5 Star Split Inverter Smart Ready, 7 Stage Air Treatment AC","₹37,650",4.1,"Annual Power Usage: 798.18 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 4 Years Super Warranty (T&C Apply), 5 Years Warranty on ODU PCB and 10 Years Warranty on Compressor from IFB",23,"₹65,600",42% off,"11,767 Ratings & 1,021 Reviews"
CARRIER 2023 Model 2 Ton 3 Star Split AI Flexicool Inverter Dual Filtration with HD & PM 2.5 Filter AC,"₹44,490",4.2,"Annual Power Usage: 1249.82 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",23,"₹80,990",45% off,"4,041 Ratings & 478 Reviews"
Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC,"₹32,145",4,Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23,"₹54,300",40% off,"2,321 Ratings & 304 Reviews"
Samsung 2025 Model 2 Ton 3 Star Split Inverter with Wi-fi Easy Filter Plus (Anti-Bacteria) AC,"₹43,890",4,"Annual Power Usage: 2000 UnitsRoom Size: 151 - 200 sqft5 years comprehensive warranty on product + Additional 5 Months Warranty if purchase between 22nd September 2025 -10th November 2025, 10 years on compressor",23,"₹89,490",50% off,352 Ratings & 18 Reviews
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",23,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,23,"₹78,200",41% off,178 Ratings & 16 Reviews
CARRIER 2023 Model 1.5 Ton 5 Star Split AI Flexicool Inverter Dual Filtration with HD & PM 2.5 Filter ...,"₹38,650",4.2,"Annual Power Usage: 754.05 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",23,"₹76,090",49% off,"24,597 Ratings & 3,373 Reviews"
CARRIER 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,650",4.2,Annual Power Usage: 992.4 WRoom Size: 111 - 150 sqft,23,"₹64,500",47% off,"35,529 Ratings & 4,403 Reviews"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹30,990",4,"Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",23,"₹46,000",32% off,"9,395 Ratings & 703 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",23,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
Whirlpool 2023 Model 1.5 Ton 3 Star Split Inverter Convertible 4-in-1 Cooling 6th Sense Technology AC,"₹25,490",4.1,Annual Power Usage: 963.21 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,23,"₹62,000",58% off,"29,645 Ratings & 3,512 Reviews"
Haier 2024 Model 1 Ton 3 Star Split Triple Inverter AC,"₹30,179",4.1,Annual Power Usage: 697.66 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,23,"₹60,000",49% off,"1,383 Ratings & 128 Reviews"
Whirlpool 2023 Model 1.5 Ton 3 Star Split Inverter 6th Sense Technology AC,"₹30,490",4.1,Annual Power Usage: 1015.5 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,23,"₹62,300",51% off,"29,645 Ratings & 3,512 Reviews"
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,370",4.2,Annual Power Usage: 987.91 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,23,"₹57,400",40% off,"22,329 Ratings & 2,197 Reviews"
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 913 kWhRoom Size: 111 - 150 sqft5 years warranty on the product and 12 years warranty on the compressor,23,"₹67,600",46% off,207 Ratings & 15 Reviews
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",23,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
CARRIER 2024 Model 2 Ton 3 Star Split Inverter AC,"₹43,297",4.2,"Annual Power Usage: 1249.82 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",23,"₹80,890",46% off,"4,041 Ratings & 478 Reviews"
Hitachi 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹44,819",4,Annual Power Usage: 823.18 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,23,"₹80,500",44% off,"4,986 Ratings & 700 Reviews"
"Blue Star 2020 Model 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Prote...","₹30,900",3.7,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years Warranty on Compressor From Blue Star,23,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",23,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Lloyd 2022 Model 1.2 Ton 3 Star Split Inverter AC,"₹30,930",4.2,Annual Power Usage: 918.14 UnitsRoom Size: 91 - 110 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,24,"₹51,990",40% off,"2,963 Ratings & 464 Reviews"
Lloyd 2023 Model 1 Ton 3 Star Split AC,"₹29,200",4.1,Annual Power Usage: 709.86 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,24,"₹49,990",41% off,"4,836 Ratings & 537 Reviews"
"Haier 2023 Model 1.6 Ton 3 Star Split Powerful cooling, Anti-bacterial filter, Cooling at Extreme Temp...","₹34,200",4.1,Annual Power Usage: 1350 UnitsRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty and 6 Years on Compressor,24,"₹60,700",43% off,66 Ratings & 6 Reviews
Godrej 2022 Model 1 Ton 3 Star Split Inverter With Anti-Virus Protection AC,"₹26,999",4,Annual Power Usage: 752.58 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years on Compressor,24,"₹35,900",24% off,"7,273 Ratings & 668 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,24,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",24,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Blue Star 2024 Model 1.5 Ton 5 Star Split Inverter AC,"₹40,390",4.2,Annual Power Usage: 783.33 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,24,"₹75,400",46% off,"12,523 Ratings & 1,070 Reviews"
Godrej 2022 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹34,650",4,Annual Power Usage: 840.2 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor,24,"₹55,900",38% off,"10,508 Ratings & 1,070 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,24,"₹78,200",41% off,178 Ratings & 16 Reviews
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 913 kWhRoom Size: 111 - 150 sqft5 years warranty on the product and 12 years warranty on the compressor,24,"₹67,600",46% off,207 Ratings & 15 Reviews
Hitachi 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹44,659",4,Annual Power Usage: 823.18 kWhRoom Size: 111 - 150 sqft,24,"₹80,500",44% off,"4,986 Ratings & 700 Reviews"
Panasonic 2024 Model 2 Ton 3 Star Split Inverter AC,"₹51,645",4.2,"Annual Power Usage: 1215.89 UnitsRoom Size: 151 - 200 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",24,"₹70,400",26% off,789 Ratings & 69 Reviews
Daikin 2025 Model 1 Ton 3 Star Split Inverter AC,"₹30,990",4.1,Annual Power Usage: 680.4 UnitsRoom Size: 90 sqft or Below5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,24,"₹48,200",35% off,"4,181 Ratings & 355 Reviews"
Lloyd 2023 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹31,890",4.1,Annual Power Usage: 1002.31 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,24,"₹60,990",47% off,"19,173 Ratings & 2,108 Reviews"
"Blue Star 2020 Model 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Prote...","₹30,900",3.7,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years Warranty on Compressor From Blue Star,24,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",24,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Voltas 2024 Model 1 Ton 3 Star Split Inverter AC,"₹29,900",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below1 Year on Product, 5 Years on PCB and 10 Years on Compressor",24,"₹58,990",49% off,"7,817 Ratings & 861 Reviews"
Godrej 2023 Model 1.5 Ton 3 Star Split Inverter 5-In-1 Convertible Cooling with Heavy Duty Cooling at ...,"₹29,599",4,"Annual Power Usage: 965.71 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",24,"₹45,400",34% off,"18,268 Ratings & 1,519 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",24,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",24,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
Hitachi 2024 Model 1.5 Ton 3 Star Split AC,"₹34,390",4,"Annual Power Usage: 1039.62 UnitsRoom Size: 111 - 150 sqft1 Year Product Warrenty, 5 Years comprehensive warranty and 10 Years Warranty on Compressor",24,"₹56,300",38% off,"10,195 Ratings & 1,239 Reviews"
CARRIER 2025 Model 1.5 Ton 3 Star Window AC,"₹28,510",4.3,Annual Power Usage: 1206.06 kWhRoom Size: 111 - 150 sqft1 Year on product and 4 Years on compressor,24,"₹45,000",36% off,"2,424 Ratings & 276 Reviews"
Voltas 2020 Model 1.5 Ton 5 Star Split Inverter AC,"₹37,950",4.2,Annual Power Usage: 892.32 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Voltas,24,"₹75,400",49% off,"38,011 Ratings & 3,641 Reviews"
